meeting_file,meeting_title,meeting_date,councillor,status
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Kathleen Codd-Nolan,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Kavanagh Cathal,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Leonard Kelly,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Lisa Mcdonald,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Mary Farrell,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Maura Bell,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Michael Sheehan,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Michael Whelan,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Oliver Walsh,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Owens Willie,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Pat Barden,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Pip Breen,present
County-Council-Meeting-08.02.21-Minutes,County Council Meeting 8th February 2021 Minutes,2021-02-08,Tom Forde,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Aidan Browne,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Anthony Connick,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Anthony Donohoe,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Bolger Murphy,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Bridin Barbara-Anne,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Codd Byrne,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,David Hynes,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Diarmuid Devereux,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Donal Kenny,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Fionntain O'Suilleabhain,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Forde Andrew,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Frank Staples,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Gary Laffan,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,George Lawlor,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Jim Jackser,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Jim Moore,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Joe Sullivan,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,John Fleming,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,John Hegarty,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,John O'Rourke,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Kathleen Codd-Nolan,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Kavanagh Cathal,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Leonard Kelly,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Lisa Mcdonald,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Mary Farrell,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Maura Bell,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Michael Sheehan,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Michael Whelan,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Murphy Tom,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Oliver Walsh,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Owens Willie,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Pat Barden,present
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Pip Breen,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Aidan Browne,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Anthony Donohoe,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Barbara O'Rourke,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Bolger Murphy,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Bridin Anne,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Carthy Jackser,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Codd-Nolan Frank,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Connick Joe,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Devereux Oliver,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Fionnt In,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Fleming Andrew,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Ger Codd,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Hynes Cathal,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Jim Moore,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,John Hegarty,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Kavanagh Jim,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Kelly Michael,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Kenny Kathleen,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Laffan Anthony,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Mary Farrell,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Maura Bell,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Murphy John,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Owens David,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Pat Barden,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Pip Breen,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Sheehan Willie,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Staples Leonard,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Sullivan Donal,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Tom Forde,present
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Walsh Gary,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Business The,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Byrnemalcolm Breenpip,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Codd-Nolankathleen Carthyger,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Concluded This,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Dempseytony Connickanthony,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Doylekeith Donohoeanthony,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Fitzharriswillie Farrellmary,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Fordetom Flemingjohn,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Hynesdavid Hegartyjohn,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Kavanaghpaddy Iretonrobert,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Lawlorgeorge Kavanaghwillie,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Moorejim Mcdonaldlisa,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Murphymartin Murphybarbara-Anne,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,O'Brienlarry Mythenjohnny,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,O'Rourkejohn O'Connelloisin,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Rochemick O'Suilleabhainfionntain,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Staplesfrank Sheehanmichael,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,The Of,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Walshanthony Sullivanjoe,present
County-Council-Meeting-10-Sept-2018-Minutes,Council minutes 10 September 2018,2018-09-10,Whelanmichael Walsholiver,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Aidan Browne,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Andrew Bolger,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Anthony Connick,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Anthony Donohoe,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Bell Mcdonald,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Bridin Murphy,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Cathal Byrne,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Codd Carthy,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,David Hynes,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Diarmuid Devereux,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Donal Kenny,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Farrell Maura,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Fionntain O'Suilleabhain,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Frank Staples,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Gary Laffan,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,George Lawlor,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Jackser Owens,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Jim Ger,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Jim Lisa,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Joe Sullivan,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,John Fleming,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,John Hegarty,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,John O'Rourke,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Kathleen Codd-Nolan,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Leonard Kelly,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Michael Sheehan,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Michael Whelan,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Moore Mary,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Oliver Walsh,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Pat Barden,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Pip Breen,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Tom Forde,present
County-Council-Meeting-10.01.22-Minutes,County Council Meeting - Minutes 10th January 2022,2022-01-10,Willie Kavanagh,present
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,Aidan Browne,present
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,Andrew Bolger,present
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,Anthony Connick,present
